District,Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha)
Udaipur,Chalky (Calcareous),6.736416071705176,1.4724553159116525,30.63133868117034,15.076726075763688,36.03738276442394
Jodhpur,Chalky (Calcareous),7.288200709135912,1.3171912979049254,25.129390768918157,23.517139583936544,33.46315108884518
Sri Ganganagar,Sandy,6.701063932752581,1.6849875102330527,33.659777512549226,19.01539096001555,37.67709460942191
Kota,Black lava soil,7.522179398757803,1.127146283570174,32.473528268875164,21.91717515701822,37.953457629521395
Alwar,Loamy,8.002962255898208,1.4362519505234808,35.63954496626785,20.772468327976256,38.31723705060913
Jaipur,Alkaline,7.490063182315844,1.9463676170945292,36.101414482088586,14.616604362644932,36.18740380426701
Ajmer,Nitrogenous,8.01815144603624,1.7022325324080705,34.50266538665796,28.497179915043546,37.991024865291834
Sri Ganganagar,Saline,7.840681163287653,1.4231538593300708,33.773666490339046,20.997119929933834,42.365191410801074
Alwar,Nitrogenous,7.177213963982302,1.1694582922164138,32.516260323747524,9.682984237602728,38.413247538787324
Hanumangarh,Nitrogenous,7.9705909332099845,2.095948867936518,39.74171322394906,25.125545762908867,36.730508058372116
Kota,Loamy,7.513656689925719,1.976314648727782,22.089116183269365,15.298005417578235,37.1961954651007
Alwar,Black lava soil,6.481889748572032,2.0237467341258215,28.754640776734796,11.635530493442129,42.02106432638666
Kota,Saline,7.857936372345479,2.1135172394324444,28.37965912395515,22.957210758759274,43.40110180238346
Jodhpur,Sandy,7.6537017848598445,1.5876938747826195,31.383003827555903,25.977403254127395,37.01685470694135
Kota,Alkaline,8.548969669566215,1.7371845330073077,30.162035066700682,16.637572019968317,41.1163541796013
Udaipur,Sandy,6.628889153682362,1.7269791005916395,24.539393998257164,20.676691739461454,44.97223687754454
Ajmer,Sandy,7.823003093557276,0.8141703195705539,40.2103482646394,21.47639970310434,36.117504297535
Udaipur,Black lava soil,7.578563959495471,2.0880949112513463,26.665756415242182,20.98958333671038,36.962638561898466
Nagaur,Sandy,7.297819003654989,1.6568604321224578,22.836643551301737,20.72918235107692,42.92649718258169
Alwar,Nitrogenous,7.757441798038186,2.409962626317617,31.621701050074343,17.33637250891548,44.198319322155946
Sri Ganganagar,Clay,6.821241230079033,1.5496643087437598,25.178999642883777,25.40028029569655,44.713942570700375
Bhilwara,Saline,7.743652618522497,2.5359649326058986,25.60358608794006,21.742975599304902,39.37412785808418
Alwar,Chalky (Calcareous),7.923441051942457,1.9423878837239013,28.075285557949595,22.70454259280495,44.380845835956166
Nagaur,Alkaline,7.165827402576599,1.969462164323812,24.707796831791736,7.509694912535302,41.002298157068644
Hanumangarh,Alkaline,7.804452678127316,2.1310334045433628,20.252191411228164,18.245752849617627,28.908261199744594
Ajmer,Clay,8.184850553827092,1.456972708940957,36.27701804729948,24.72934821842073,35.49704823731969
Jodhpur,Clay,6.933607524366128,2.175185108193169,25.778379814084644,20.512423210791038,37.585862045965406
Ajmer,Black lava soil,6.6094207927671835,0.8847659904377705,31.133421242472984,17.192211268346874,37.23455091542934
Ajmer,Nitrogenous,7.847931919546893,2.5867211383162223,28.637276393190955,18.297006465450693,42.50071516556942
Jodhpur,Alkaline,6.821532215150213,2.1115765273738485,32.75942985911077,23.401151042088145,30.316236487487675
Ajmer,Alkaline,7.119322365095529,1.5608683735882667,30.499434772046065,22.40372289883992,47.483552037229906
Ajmer,Saline,7.2525172598159635,1.751213750845393,35.74836009439373,21.482884692651524,46.33825755593987
Kota,Black lava soil,7.644364001504918,1.4214416906433645,23.334358226110968,12.242438754705354,43.31025917379237
Jaipur,Clay,8.094298411543503,2.9246810706931905,34.2155266616162,25.814192887674928,37.09991833673158
Ajmer,Alkaline,6.921792091628071,2.4250396662087765,32.088403761197,20.537221871704464,41.93685740316495
Alwar,Sandy,7.661592741229103,2.6419084299267808,36.47492792408478,22.721101761701735,44.22901436281464
Nagaur,Chalky (Calcareous),7.757031276212388,1.7694151339826905,33.7828233745657,13.027524655703692,45.269457761479416
Jodhpur,Sandy,6.902738530116983,2.1429016433973667,25.774230207869206,22.766944915372132,39.830373870360454
Alwar,Black lava soil,6.702622020918334,2.2103498155092396,27.110396115836448,24.405733604066846,40.006628443672035
Hanumangarh,Clay,7.697710492694019,1.521215522492394,27.05333884286319,17.706806819494577,44.283512401212775
Ajmer,Chalky (Calcareous),8.338688543902744,1.5974141241285618,35.3842407232884,9.15161291137149,34.02905299453855
Udaipur,Black lava soil,7.020610771906613,1.3237456552796387,22.0820580510621,22.064994560688987,38.92966151136069
Bhilwara,Sandy,7.689702698802555,2.3452363430607566,31.32808496586267,23.28881588075187,39.65233856878865
Hanumangarh,Black lava soil,6.906503305847128,2.528907090410398,27.054439336094365,15.32201850618787,39.11041062097801
Jaipur,Clay,7.0435945403517435,1.791284809005284,31.720269607817333,21.741708696230635,35.51084966787185
Jodhpur,Clay,7.256147313525628,2.537166502385122,32.482000588669706,30.375325196742708,45.90064086870764
Udaipur,Clay,8.07214653427997,1.306065724772099,33.819301758167114,19.734465991515446,37.24509098230875
Udaipur,Black lava soil,7.584007670266264,2.4726057673057418,32.50415795502106,15.6076309932897,43.7122945679631
Ajmer,Loamy,7.181206228962018,2.108341559482143,28.48324966261433,18.905668741321872,43.83121487520255
Jaipur,Alkaline,6.979903140092051,2.9725975371384665,20.89456965352752,17.011661583725715,41.85105944970871
Jaipur,Sandy,7.7921570832176545,1.9497621397141474,29.713046484992287,22.052750426638084,38.8446526127116
Jaipur,Loamy,8.196590628967453,2.419674557115801,34.36412175502817,15.169216383147916,39.60305787797149
Ajmer,Clay,7.349767025639649,1.4971993121552671,31.800820919728835,17.31177121110092,43.27701914925119
Bhilwara,Clay,6.964904218552834,2.8595203064209107,25.51833670703969,21.09651168600218,43.95929655194034
Nagaur,Saline,7.2146797848999435,2.4262343217164752,23.85408201099792,27.260588495912803,40.07074632482879
Alwar,Alkaline,7.20179429601556,1.8504091137862828,34.044596346963594,17.077723540747808,36.253211552886114
Sri Ganganagar,Nitrogenous,7.389231701208131,1.411518943615016,39.10271953970908,17.168027043926383,44.158083930902016
Udaipur,Loamy,7.604735041823886,1.507732974759016,29.970226453936352,23.92001389655374,39.058693324568466
Sri Ganganagar,Saline,8.096556472925514,2.510757696390932,34.59457427329165,17.701716138635014,34.60078776109256
Jodhpur,Sandy,7.193206197318602,2.09812047033336,32.72893356766178,9.142142976197762,39.959433991941246
Hanumangarh,Alkaline,7.579044612661592,1.8612278718422242,36.4563691950794,22.108900371254354,46.550959540404484
Udaipur,Loamy,7.3920197398248835,2.4687387462534627,38.17533197263759,26.558467246363307,34.53929203285634
Udaipur,Loamy,7.37316196122881,1.8274176472751018,32.446272675381636,23.431767775072665,35.80553662987132
Ajmer,Clay,7.533919256958469,0.9900363339219318,37.20972502900945,17.43812879661653,40.279319699222484
Ajmer,Black lava soil,7.345175143005969,2.5730137875067074,15.812467793013106,19.916948288370456,39.47090621251151
Jodhpur,Saline,7.273181806204159,2.863113272817816,25.563352705721144,23.858980886178305,41.78126394353042
Kota,Saline,8.130759626267757,1.6664054576112473,26.335155504381206,25.480349537386992,42.12660654165055
Jaipur,Chalky (Calcareous),6.72753132666162,1.7303474927683649,31.931913269240304,24.188821107732945,36.60384673403522
Ajmer,Nitrogenous,6.04287200509153,2.2616115928685168,23.898396550280122,9.913306009387943,25.838370375079297
Jodhpur,Saline,7.906990430098871,2.0643087252024834,28.87171809643874,26.94512181481381,43.18662341511536
Hanumangarh,Loamy,8.308150021360959,1.3036322639165019,29.82724688023018,11.916433125259928,38.853088340722664
Sri Ganganagar,Nitrogenous,7.375692073116661,2.3133068186315353,30.227819405709493,23.11703569139958,43.517200665694475
Ajmer,Alkaline,8.577464338691572,1.8423516723569378,25.294886496668106,21.230418076582044,35.98859986430228
Jaipur,Alkaline,8.240980384218268,1.8583909805273837,27.17211816063005,17.64342139424441,43.592087117358204
Ajmer,Black lava soil,7.4211265083842575,1.679166589934809,38.32675958811765,15.719150796691249,40.17783037016497
Hanumangarh,Clay,7.826153075805115,1.1843324447914634,32.40130250702963,14.724461622597753,44.11391390417001
Hanumangarh,Loamy,7.0186744940405115,2.3463845159244303,35.529165331473564,24.307182628164025,41.25658324119051
Udaipur,Nitrogenous,7.38434952853515,1.711790211832578,37.35517345408552,16.502523899161783,34.81466963215002
Jodhpur,Black lava soil,7.832684467516415,1.6019315984067524,25.249682512669363,12.781978689151176,37.58545080269741
Jodhpur,Nitrogenous,7.458642488051753,2.1215458638303493,34.75653122149742,22.634489618328967,39.0456389022341
Alwar,Sandy,7.40090216181014,2.2550787344575918,36.36285081464285,20.631570997416002,37.65434572894795
Kota,Clay,7.003566999457227,1.2773973677938872,33.33134836021762,22.889892618197784,42.88681762553331
Kota,Clay,7.435670276823972,2.7034673729458754,27.57940752707591,24.77634618603603,39.80628552505228
Jaipur,Sandy,7.195824617660331,2.2962651536588807,32.04818059341997,21.78486379633463,40.406392110281
Ajmer,Black lava soil,7.4810534591415845,3.1941859964352193,35.921283225980865,23.61413447492756,40.55899579101694
Bhilwara,Saline,8.003578600298335,2.258997388195726,30.13102376387018,18.482178373670425,39.595413311686556
Kota,Nitrogenous,5.914787132060972,2.1053004196488208,27.557619599448202,27.963349991414418,40.096720354058775
Hanumangarh,Black lava soil,6.905518290232519,1.9750599229359411,24.769394574687478,22.367037078562333,41.45473682169742
Hanumangarh,Black lava soil,7.978919815554134,1.6045591041527172,30.170040481140735,13.174891022866824,43.50747390962357
Alwar,Clay,7.759435590220061,2.2479025105137853,30.008095156784705,22.073864453943955,48.02169554154298
Ajmer,Alkaline,7.357452871478993,2.0693225918550424,24.56936850409295,15.658695192008338,40.489066465466536
Jaipur,Alkaline,8.051966773350953,1.8718595878742137,28.82041735343938,17.965573777478127,37.32621664577839
Nagaur,Chalky (Calcareous),7.647485727854411,1.2513711774106777,36.40469788333364,16.672888509352696,43.60951742719071
Nagaur,Sandy,6.865000701303062,2.3344200652731093,33.359723039072485,21.921010360029484,35.027857391001035
Hanumangarh,Nitrogenous,7.624774094799038,1.4084719076328054,28.736183724519073,25.14706550477663,43.98350963535371
Hanumangarh,Clay,7.507591471270216,1.512596712038579,33.22793856087097,20.096906188490127,28.398422008847884
Sri Ganganagar,Chalky (Calcareous),7.891314913158259,1.987883583065154,36.01225623991536,14.523647405785976,24.116480934019997
Sri Ganganagar,Clay,7.639541929172593,2.1457818383409863,21.546641861967743,15.107502270666968,53.77608871859951
Hanumangarh,Saline,7.3471946929230985,2.3654794881881083,26.746700863158082,9.548485505734217,39.14870876602047
Kota,Chalky (Calcareous),7.367197719856947,1.8000608806658143,29.426795822468037,21.32134135822818,39.249415243730965
Jaipur,Chalky (Calcareous),6.867996916026318,2.2430923957809696,20.253141223387885,9.748212713578999,43.69590247350784
Sri Ganganagar,Sandy,7.753510136067678,1.971302317462982,23.02275747622464,16.460445296629622,38.68626626156748
Kota,Clay,6.702053015712943,1.6304856709883835,33.2616516908834,27.136526821446083,37.90282623670725
Kota,Clay,7.87824417715805,1.0429699647062662,33.29725620556806,15.980257926362594,41.53672808353985
Jaipur,Chalky (Calcareous),7.376123790880145,2.660207004891917,25.62782175830041,23.138031487809155,38.60246268351733
Ajmer,Saline,7.420847260995168,1.9080730534203951,25.771634477529435,19.92950517046664,39.686758889390894
Jaipur,Loamy,7.620620124203365,2.042252572846431,33.989972748061184,24.617543080236842,34.746883390860994
Nagaur,Loamy,7.934386250295385,1.4068317864450728,32.93927944068867,23.098693923514343,30.44341554168748
Udaipur,Saline,7.546489623264705,1.765751943319842,26.206173710323124,26.75426165349503,36.731604296812904
Hanumangarh,Clay,7.096811535440975,2.037847470002547,33.42794873149208,19.291757069949366,45.83185272834626
Kota,Black lava soil,7.765487830982045,0.9108943401342848,27.35266518246496,17.190789503241504,42.39680476714711
Nagaur,Clay,6.187591471812944,3.2745048543588613,32.65513047447105,20.744384019588455,45.907838582095735
Udaipur,Sandy,8.671827026406312,2.435373322294202,34.7440654823581,20.65345012232191,39.292371233165255
Jaipur,Loamy,7.262102277997549,1.586944004142729,26.56492950150251,13.247220178285083,39.62064274657488
Ajmer,Clay,6.657666211386807,2.095458262071855,29.81834695978829,20.73467649193344,37.38934214990004
Kota,Clay,9.038430185090252,2.6800579500901565,23.777287499576385,21.16434043713449,36.959969285313385
Jaipur,Saline,6.992760136646293,1.3299639644380326,32.161083453796266,16.59309882465213,44.83913012012602
Alwar,Clay,7.99689110726522,2.6869571926057247,25.738066169629484,22.376828053460052,43.16227108321151
Nagaur,Chalky (Calcareous),7.262910912448017,1.6141140213035625,38.047603328879866,21.13747937866027,43.17983875355869
Bhilwara,Chalky (Calcareous),7.088961994086036,1.390357766738903,27.152751127539446,19.379893063050016,34.67889996591325
Udaipur,Clay,7.495077595674808,1.15574740596575,24.39976288765064,23.354556241384376,43.01895260138947
Ajmer,Black lava soil,7.304061617306567,1.4911178454615235,24.862982242369945,18.13365877029343,43.22259245822646
Kota,Nitrogenous,7.964122845672162,1.7517341322590154,24.23253787007608,21.339218189331667,35.882325146870755
Ajmer,Black lava soil,7.240873680569399,2.662638045218519,34.135577142828836,20.789871561257257,33.64040499443639
Udaipur,Alkaline,7.60569828373533,2.531328645393763,28.121831671172323,26.755570449933575,46.463726447591036
Bhilwara,Saline,8.331866416071737,2.1526215632656767,32.93695849903006,27.070936441655448,42.236969685344874
Bhilwara,Alkaline,7.249382946104894,1.7757285817360693,31.192774768868695,13.547192890268906,39.283705423179036
Bhilwara,Alkaline,8.048273559115128,0.9043730744173595,37.672410508972575,25.6118710935158,37.701176920847615
Kota,Chalky (Calcareous),7.7716954139359045,2.0015738634531632,36.14995184219342,24.913415713849705,32.999646384084954
Nagaur,Nitrogenous,7.793631206732089,1.8971860731783763,30.4141628525905,16.35914049515092,48.74068534560418
Kota,Clay,8.020030909951288,1.6301144180135163,23.326946965448837,18.07163684511076,42.17251323045653
Jaipur,Clay,7.620102921973111,2.626566412384122,33.94959861090426,24.847845128764533,41.63427700305218
Kota,Alkaline,6.805350634894505,1.9021507344265494,35.300448699543324,19.74238535737677,42.51545184311873
Alwar,Chalky (Calcareous),7.340625842376934,1.4850940757290774,29.383279679769448,21.54523721516327,36.721561402692785
Jodhpur,Alkaline,7.382144377571666,1.5302683790070086,35.59622458782048,18.52772121205983,47.263777725630916
Jodhpur,Black lava soil,8.264373925270455,1.959477017639128,24.957756337263252,9.570510611333313,32.63981463486604
Ajmer,Nitrogenous,6.81308258755067,2.6892348137307525,30.57912293613473,21.948022620459938,28.897894955324368
Alwar,Saline,6.901016785391369,2.4435398882231434,31.433870561912933,19.263973606572012,42.824211793000615
Hanumangarh,Alkaline,8.317898903067908,1.8894787682314746,30.346849013290345,20.962984593656525,51.96054817636996
Jaipur,Saline,6.450321867790487,2.341611507394404,29.42598875620468,22.833858630920897,36.713137230026376
Alwar,Black lava soil,7.475517484570775,2.3557052897327475,45.5645510052192,24.040180947010356,35.759672009847456
Jaipur,Saline,7.288120158988648,1.773292945808073,21.021784136849924,18.349549041492814,43.66414540910873
Jaipur,Sandy,6.862883940461602,2.5242413255252965,32.43887410542169,16.328833390144812,39.292351813310766
Kota,Chalky (Calcareous),8.299160903820516,2.366773906752933,30.04391827449074,18.811583415195077,40.3830453522583
Jodhpur,Clay,7.244118221028848,0.9476252471404927,40.210889552673656,20.776624995997008,41.99073632561269
Kota,Sandy,7.471046125061545,1.632441599637706,29.070377595256147,12.003026189028443,51.385432490266524
Jaipur,Saline,6.882744000788802,1.4840168580764104,27.798703978067998,26.44037862426189,40.07254499631327
Hanumangarh,Loamy,6.881932101984769,2.6271691803786696,33.65500313392741,22.692174786082262,43.5786712058542
Jodhpur,Chalky (Calcareous),8.697180950291225,3.092547447518056,26.56642328498352,28.11942496405576,41.915840948794504
Kota,Nitrogenous,7.749547908068875,1.1538645841783357,29.14807117305902,15.935882048317175,44.140294074466546
Nagaur,Nitrogenous,8.035540250201402,0.9627568244918443,29.88982567997865,25.60930752397126,39.066605188432774
Kota,Clay,7.864531822501182,2.175582733813542,31.70830115976313,18.643425109658512,33.91709597932145
Udaipur,Nitrogenous,6.939234926287487,2.3546762572276587,30.097291277594415,19.307438776963878,37.88054978838824
Kota,Chalky (Calcareous),7.347405577259624,2.5234558972440695,28.323779590659868,13.294676433492157,43.71825887770087
Jaipur,Clay,7.397561668067642,2.0156979327663884,38.03789153199755,19.897197213247463,41.44591836559363
Hanumangarh,Saline,6.910538254350837,1.89016527382452,33.047630226043005,12.223131330793787,41.00422546557855
Jaipur,Sandy,7.550395536322403,2.0206437277937197,35.18579449329121,21.672192574242608,47.39035949178222
Jodhpur,Clay,7.003205242202982,2.067962283609174,30.422333931949737,14.6537275312246,44.78147501045673
Jodhpur,Black lava soil,8.66233665292641,1.9914969627580845,32.52510544136884,20.422592379076637,36.43207665046412
Kota,Sandy,6.589619861098992,1.6471132584523174,23.040208095241343,28.52051039029559,39.424451530383806
Ajmer,Sandy,7.327040335476415,2.444576912393903,24.39124448572056,16.165679809977238,40.34036134624311
Ajmer,Black lava soil,8.01438449571174,2.250842522584394,31.24162571257941,20.39058867618008,42.001179277633874
Alwar,Alkaline,7.600826452564627,1.4850138626115321,30.230396108165756,14.631556705411237,40.405412714504116
Udaipur,Clay,7.259676029255879,3.2696908113914307,29.800528081241442,12.978802168692056,39.329098946615375
Ajmer,Black lava soil,7.759679372818944,2.836681973076262,27.05273800030641,12.0878601298818,44.084185057154905
Jodhpur,Nitrogenous,6.809700647050175,1.7819222792462575,28.71189757244503,19.65183273349946,43.445822285371676
Kota,Saline,7.158182858856806,1.8631353739166197,29.928648235253057,20.74798978759394,40.48913587353962
Ajmer,Saline,7.71800288761129,2.421919754820869,31.96317057825484,22.267927617546093,32.08888416626761
Sri Ganganagar,Loamy,7.52511384958284,2.239753774000804,33.64470597285225,16.53824612883103,36.70480362555678
Jodhpur,Loamy,7.212949662358201,2.2682069499456716,35.16940527462104,17.96269946354199,44.53981156813524
Jodhpur,Loamy,7.561739904582297,1.937857111418782,28.943078850910155,23.733056823010784,41.62788908393535
Jodhpur,Sandy,8.63791271382382,1.5738876785013378,32.59050851014988,17.353994950942436,35.65356506505678
Nagaur,Alkaline,7.494566431482514,2.068676239703518,44.59086777530047,19.07927092158399,34.349106352576584
Kota,Black lava soil,7.6365053587471925,0.9626799812268159,29.54021608697867,20.080126411475803,43.973001914726055
Hanumangarh,Loamy,7.986811124713923,1.7482151905461412,29.246929926850335,16.169395846946646,34.35968722596153
Nagaur,Alkaline,7.654947389690317,1.3632072257017005,27.926865497140685,15.024130200503812,42.7484159314513
Alwar,Alkaline,8.400715049633243,1.3492060085983344,20.734907585512154,19.375565573249663,40.078488979788794
Sri Ganganagar,Clay,7.609329653378649,1.7768397423828275,28.99680350587284,21.83755205270301,45.2021544632242
Udaipur,Saline,6.522475614840858,1.815530280484269,31.069043969705316,15.41011947694632,48.6558481588365
Sri Ganganagar,Nitrogenous,7.182295059885631,1.9793536564963585,32.780110484211455,17.043576055990528,30.767134760977914
Udaipur,Clay,7.285672736541733,2.5147202779635203,28.315524366074307,15.767828492705107,44.62836104751361
Jodhpur,Sandy,7.3346125519884735,1.7449195931748913,30.74728044831655,23.853751048093937,51.90856765866273
Kota,Alkaline,7.913618053828712,2.579919983194172,27.470169005060722,14.870659470152619,40.311656748095615
Udaipur,Alkaline,7.553584957629798,1.4607436293177014,29.123527350479936,21.996588008595655,41.8019669750904
Alwar,Nitrogenous,7.752143926692137,2.1454823650687214,27.464956703649722,17.430496866755785,34.00524301003062
Bhilwara,Saline,8.392387519592548,2.0067251823096464,28.87573472102574,15.356039592737705,54.678289511638894
Jodhpur,Black lava soil,6.963335983888552,1.7855760371969633,32.0791841814303,23.00106482872139,44.78966027607842
Sri Ganganagar,Alkaline,8.403804253884632,2.253078827730356,24.719846000166662,18.715274374391093,41.53916186256942
Jodhpur,Loamy,8.534113020752912,1.3010972607878515,36.012882526126134,20.899571847732084,44.1891526761474
Kota,Alkaline,7.449002641682034,1.5787836849368369,33.75436389700666,23.272155135528106,44.86028482869861
Alwar,Loamy,7.493347682310683,1.7000889883400754,22.206065024880793,24.096866340697034,42.11944741221993
Udaipur,Nitrogenous,7.01710868356802,1.730713163351688,27.666205940242797,12.585077840087909,35.911588016974335
Alwar,Nitrogenous,6.933084821596823,1.7937604940560317,26.306512508352185,11.864975395666256,50.11295115284741
Alwar,Loamy,8.126270365514616,1.6104902892400073,31.36210698326805,22.087325449106476,45.95542927386738
Kota,Chalky (Calcareous),7.090697486669961,2.546053391991213,27.260473478965324,13.320687979156933,43.62068279657249
Alwar,Black lava soil,8.145379212061215,3.293954486765342,24.001373674548933,23.494598425403943,37.95099378103234
Hanumangarh,Nitrogenous,7.891679355262015,1.2647552243843747,23.68615112150718,16.12062588416758,40.39482022834042
Hanumangarh,Nitrogenous,7.179459366730822,2.32952717195671,35.13447309128957,22.997887706226777,48.09393819830434
Hanumangarh,Chalky (Calcareous),7.707913314727671,1.3915516448299163,36.8168825676917,16.974218821970013,44.552092498427854
Alwar,Saline,8.286867108277553,2.2283440053651997,22.519205934176753,15.408939167451042,46.613722334425674
Nagaur,Black lava soil,7.4154386571785915,2.039786767471083,33.79412208081805,23.481614310401618,41.3939990619273
Hanumangarh,Chalky (Calcareous),7.395665814389767,1.8436657771338214,34.28949412645672,22.767847655338965,38.713499996911054
Jodhpur,Chalky (Calcareous),8.04105615649657,1.935482942435108,25.741689128328034,16.205146505483278,35.10629581845117
Udaipur,Sandy,7.363794991698156,2.6168621391680964,25.974524094847457,20.942378805090513,36.716553271862935
Ajmer,Sandy,7.369845479364281,1.244979394007374,28.897308854217314,19.03147310097519,42.70143972017848
Udaipur,Nitrogenous,7.611640456627685,1.4008039375239774,35.420991220217715,21.05151520110998,40.99196758588743
Kota,Saline,7.4954088233074305,1.7411212763888901,31.08901169874363,22.37794217964291,31.265521543272225
Jaipur,Loamy,7.230619581326952,1.8725265147982053,31.28085302847139,25.96655502963563,36.14129592701609
Udaipur,Alkaline,7.251019076591079,1.743732944676725,25.992362049477293,18.264067524438687,43.854011099939854
Sri Ganganagar,Nitrogenous,6.973082252317827,2.2139071975764515,21.490488849908324,17.19331001778897,38.35255349891007
Kota,Black lava soil,8.337429836457032,1.862598847623656,18.993782632745408,10.005555465693751,40.1701479317334
Ajmer,Chalky (Calcareous),7.806885427894954,2.187727928813626,30.837850529004953,25.811297987528334,37.302043896314345
Ajmer,Sandy,7.947455278013413,1.1839925574867913,25.47526083530967,10.964793025340919,38.625773496651036
Kota,Saline,7.4768693913668285,2.05705074611326,30.309416764435674,15.362233345941359,39.04879577793392
Kota,Black lava soil,6.751276665697126,2.681614487566125,28.481869635509995,17.555569404781544,47.944701642220416
Jaipur,Black lava soil,6.878876733225385,1.4372064429840155,24.518898375657173,19.66064309150259,42.15815814818799
Udaipur,Sandy,7.869837734058917,3.285997658747484,18.75283772899618,23.043677945622086,37.214347137138844
Jodhpur,Saline,7.206792425555613,1.6901139358730612,25.456151645960134,28.422624173017258,44.21148663506951
Bhilwara,Alkaline,7.5115979892786875,2.6755078762435,22.437355173505622,13.346474343345369,29.11016133902656
Jaipur,Alkaline,7.150292729938356,2.0808492633523765,30.51429288966167,20.746709555299404,32.94471584466959
Udaipur,Alkaline,7.901577371307011,2.119813759119499,33.665271407329996,10.53618911204974,41.55745429398895
Jodhpur,Chalky (Calcareous),6.906117380041237,1.8013383737243192,32.671824493181916,20.455468031279565,35.7423001011034
Jodhpur,Sandy,7.503136578092209,1.2342323423781785,35.751336979491484,18.973579902518743,45.59274972127663
Nagaur,Black lava soil,7.236734156451979,1.7382120057967085,26.17906606681077,24.38086965846538,36.45284421335762
Kota,Alkaline,7.822297716207588,1.808773801165355,20.120183500541902,17.14842966106767,34.10445892818576
Bhilwara,Alkaline,7.516951361841169,1.404796132162755,34.62987550357308,19.544620698234866,39.1120200262063
Hanumangarh,Clay,7.827946068893791,2.4819534670379313,29.89950624115174,16.143998502253545,31.130151919439353
Bhilwara,Black lava soil,7.15697512148241,1.6913938766760193,30.535287264961482,18.274265594309863,43.43966486025714
Udaipur,Nitrogenous,7.193508364364655,1.9714794165735292,35.91993721598445,21.709126069774833,39.69981229155718
Jaipur,Clay,7.199027779032411,1.6833843016425114,25.746933735240262,17.294965671085503,43.778329193721575
Jodhpur,Alkaline,7.389055864353866,1.3251134653093843,38.84084646529892,21.599825955725816,32.96528299743415
Jaipur,Sandy,7.2790755363795885,2.055443191414209,38.522960466486886,14.459437708705654,44.88020359677974
Nagaur,Alkaline,8.19974321348617,1.685672847462715,28.612431905698834,14.81845376313115,38.982694294598474
Hanumangarh,Alkaline,7.4817050128285345,2.3298249990411852,35.450917355102234,16.259519676891763,30.163374678870028
Jaipur,Black lava soil,7.4893776103618785,2.14676876498432,31.24708843842521,18.36663376245478,40.62376049831967
Alwar,Nitrogenous,8.257722404176123,2.190867084481255,28.133157874984576,17.49901091452002,39.15073821161135
Hanumangarh,Clay,8.31836998091532,1.9083496452369013,29.90102827739646,17.588432145318485,45.494916787209824
Nagaur,Clay,8.479918627372337,2.2253065247156942,30.413864518927127,20.183914165871172,28.07846605607127
Ajmer,Black lava soil,7.872575432142408,2.067083207997922,32.14171025330363,16.442689029581476,38.07771560511454
Kota,Clay,7.2944875317484135,2.5108114920365194,28.106200816984533,30.413301610548988,42.154312095075184
Jodhpur,Black lava soil,6.862158670002135,1.9357268533740215,26.74162438921792,9.028087650899879,47.99735470056895
Kota,Chalky (Calcareous),7.851571271110002,2.266603658949656,30.827018301498523,13.089912156537812,37.58191430222281
Alwar,Sandy,7.9208903873920065,1.4743899851087487,17.341153418745932,18.86446996109537,39.29121222986231
Ajmer,Black lava soil,7.567781708207354,2.364259321757268,33.188029061156044,21.293849026219608,45.97765694043355
Kota,Saline,6.740515109593343,2.252290907238695,33.13269181668471,13.802188569598801,32.485646956588056
Bhilwara,Nitrogenous,7.1270289367621995,1.6692292787423542,33.76709731751215,16.927306081544526,35.71825740859398
Udaipur,Black lava soil,7.1941831316527205,2.559316167077106,30.06521687188476,19.10374487321544,39.449972506494746
Alwar,Alkaline,8.14603016716326,1.625414136698379,36.57754145470052,21.05248149460752,39.19790309012326
Jaipur,Loamy,8.750450248967141,1.4721802551007017,28.23157120216497,13.837843804179998,44.76230985268084
Alwar,Chalky (Calcareous),8.34459446682584,2.8349613907023192,36.11974376573002,19.01189766102017,38.17379511255077
Sri Ganganagar,Saline,6.664415113752968,3.0179367675908964,32.344890390742336,17.540215475652584,46.640284444934835
Jodhpur,Saline,7.013617741619999,2.203311017111337,29.136854328545827,23.193385699401503,39.68213230406939
Udaipur,Loamy,6.774536054444388,2.037788186335019,35.24432070937681,19.853917970730073,43.87557560794543
Jaipur,Chalky (Calcareous),6.977235257162974,1.986869603365074,26.877447724557115,23.734904200523548,40.15745781130998
Sri Ganganagar,Alkaline,7.845036838168307,2.543855213078933,33.458092875606944,21.365592171468222,35.00893870744297
Hanumangarh,Saline,7.498606944666549,1.7334547989920834,28.279680216478866,18.127329246248745,35.10037212608878
Jodhpur,Chalky (Calcareous),6.521330705433005,1.6659284758361166,30.966897259620794,13.25911477286255,40.078411182358124
Nagaur,Sandy,8.450134212155483,2.5115282776261196,38.21770754560265,21.95563938466363,45.83754911493223
Sri Ganganagar,Chalky (Calcareous),7.138017634766106,1.677829866489008,16.304298969312637,25.930727370211493,47.70161989909943
Hanumangarh,Chalky (Calcareous),7.223411377326365,1.8730241468013824,26.230689431545194,21.91326775738746,45.624662726516206
Jaipur,Chalky (Calcareous),6.6286140130594795,2.2047192653211263,28.616641141404273,20.566971959833445,42.29497000837146
